time,value,regime,cp_prob,detected_75
167,1.8967929826539474,1,0.6119116767631955,0
168,-0.2453881160028705,1,0.45546432012037286,0
169,-0.7537361643574896,1,0.41948002080580093,0
170,-0.8895144296255233,1,0.3966136900964715,0
171,-0.8158102849654383,1,0.42103693071392495,0
172,-0.0771017094141042,1,0.4939683709914577,0
173,0.3411519748166439,1,0.5476944083391703,0
174,0.27669079933001905,1,0.5425467252507555,0
175,0.8271832490360238,1,0.565740474935971,0
176,0.01300189187790702,1,0.5201645333309018,0
177,1.4535340771573169,1,0.5878097973244785,0
178,-0.2646568332379561,1,0.4785649420324878,0
179,2.720169166589619,1,0.6625336751925592,0
180,0.6256673477650062,1,0.5731038308092956,0
181,-0.8571575564162826,1,0.3332064135992665,0
182,-1.0708924980611123,1,0.3382086716652205,0
183,0.4824724152431853,1,0.5267023616825216,0
184,-0.2234627853258509,1,0.42309075115832967,0
185,0.714000494092092,1,0.5587707530973942,0
186,0.47323762457354485,1,0.5297733383237664,0
187,-0.07282891265687277,1,0.46817780245335483,0
188,-0.846793718068405,1,0.37300003083360256,0
189,-1.5148472246858646,1,0.2920094681778652,0
190,-0.4465149520670211,1,0.4299517130680298,0
191,0.8563987943234723,1,0.57784479572745,0
192,0.21409374413020396,1,0.49935938919041967,0
193,-1.245738778711988,1,0.38116585505997747,0
194,0.173180925851182,1,0.494397286634346,0
195,0.3853173797288368,1,0.5153456167994728,0
196,-0.883857436201133,1,0.4257756664976076,0
197,0.1537251059455279,1,0.4907767740011344,0
198,0.058208718445999896,1,0.5200625745458225,0
199,-1.142970297830623,1,0.46333590061935875,0
200,0.3577873603482833,1,0.5122223997057198,0
201,0.5607845263682344,1,0.5278663635009845,0
202,1.083051243175277,1,0.5502725852007357,0
203,1.053802052034903,1,0.5713294935609632,0
204,-1.377669367957091,1,0.36697842762397104,0
205,-0.9378250399151228,1,0.43625811032457307,0
206,0.5150352672086598,1,0.49818432702988974,0
207,0.5137859509122088,1,0.499551572319481,0
208,0.5150476863060479,1,0.5022905554088681,0
209,3.852731490654721,1,0.9618362425996899,1
210,0.570890510693167,1,0.4781517465852268,0
211,1.135565640180599,1,0.5405119495212259,0
212,0.9540017634932023,1,0.5381092813121378,0
213,0.651391251305798,1,0.5165270428976714,0
214,-0.3152692446403456,1,0.41607792845846786,0
215,0.7589692204932674,1,0.5302473030769845,0
216,-0.7728252145375718,1,0.3986329929686655,0
217,-0.23681860674000887,1,0.42104354439231445,0
218,-0.48536354782910346,1,0.4131925285988949,0
219,0.08187413938632256,1,0.44202551835975024,0
220,2.3146585666735087,1,0.8304526807251402,1
221,-1.867265192591748,1,0.40037929751527956,0
222,0.6862601903745135,1,0.49451427719738544,0
223,-1.6127158711896517,1,0.4662931927886456,0
224,-0.47193186578943347,1,0.37494822135550426,0
225,1.088950596967366,1,0.5711266423639763,0
226,0.06428001909546277,1,0.39422678580401754,0
227,-1.0777447779293061,1,0.38498155627567726,0
228,-0.7153037092599682,1,0.37450971302530567,0
229,0.6795977489346758,1,0.46994402941999674,0
230,-0.7303666317171367,1,0.3650680703385962,0
231,0.21645858958197486,1,0.4048259181330664,0
232,0.045571839903813784,1,0.38817501703188834,0
233,-0.6516003476058171,1,0.385330211134956,0
234,2.1439440893253257,1,0.8349493970195007,1
235,0.6339190223180112,1,0.46687084014755226,0
236,-2.025142586657607,1,0.5609789094501644,0
237,0.18645431476942764,1,0.38203714888072504,0
238,-0.661786464768388,1,0.36992647631725456,0
239,0.852433334796224,1,0.480963930277877,0
240,-0.7925207384327007,1,0.4587815490943346,0
241,-0.11473644146689901,1,0.4526146491040036,0
242,0.5049872789804571,1,0.46120540134182025,0
243,0.8657551941701215,1,0.46449807307168495,0
244,-1.2002964070557762,1,0.5323144152546542,0
245,-0.3345012358409484,1,0.46800534976680047,0
246,-0.4749453111609562,1,0.4866733209115224,0
247,-0.6533292325737119,1,0.4999979602539027,0
248,1.7654542402810969,1,0.5028949320888358,0
249,0.40498171096095553,1,0.43718281689847777,0
250,0.10867406849743233,2,0.4324401137607829,0
251,3.3767929205821643,2,0.8138856784188059,1
252,5.18323429551895,2,0.9999538124930534,1
253,3.54869789082672,2,0.9967313324238017,1
254,-0.27905494893102034,2,0.29203158124870804,0
255,1.273648890700623,2,0.5596916425041808,0
256,3.900366723779934,2,0.9993778224045953,1
257,0.938495801571829,2,0.4236399231206562,0
258,2.6657291422193428,2,0.9640611761903544,1
259,3.1619510801440054,2,0.9925235969704073,1
260,0.6096042926328755,2,0.32884855293585996,0
261,1.9107119659073,2,0.8035875856923207,1
262,-2.861901010103609,2,0.8339950436835951,1
263,0.46341853799856514,2,0.28020330728695253,0
264,1.6211477729102595,2,0.6639330372338912,0
265,0.12832522705272575,2,0.24296292936708555,0
266,4.448616955897453,2,0.9999507940883658,1
267,-0.14521206694094912,2,0.20816546929643767,0
268,1.3399332699545243,2,0.5305925705101492,0
269,2.196110865929137,2,0.8741523416706041,1
270,4.161909933599173,2,0.9997849516246125,1
271,-0.1537932267691593,2,0.1821710803071526,0
272,3.7447456282324394,2,0.9987225513582605,1
273,2.0153495915293806,2,0.7928585917390439,1
274,0.5277370234280736,2,0.24610933819329356,0
275,2.693155211394906,2,0.9585213440877958,1
276,2.298589543360205,2,0.890143928162957,1
277,1.099674684261808,2,0.40878013523948226,0
278,2.1047031274850285,2,0.8471535067724433,1
279,1.4220296047073597,2,0.5546184672532377,0
280,2.170276017876872,2,0.8653394776731883,1
281,2.99319601178157,2,0.983998771322273,1
282,4.379025224218028,2,0.9998207282196114,1
283,0.14327675175972643,2,0.1655652945737608,0
284,5.1995500619844,2,0.9999810054897738,1
285,-0.9281316992837527,2,0.0857495551362125,0
286,1.7723223574466251,2,0.6742639247178834,0
287,2.8824758097268646,2,0.9599284265045973,1
288,2.4214878016025487,2,0.8878403747733773,1
289,1.0659507202691092,2,0.3916817599089003,0
290,1.6878166244640873,2,0.642879677313701,0
291,1.260498598011751,2,0.471004297695993,0
292,1.1159528645836827,2,0.41800873644212455,0
293,3.274403145531537,2,0.9856108062427428,1
294,2.535523228947571,2,0.9278275372401446,1
295,0.9606356071090187,2,0.3684285192920231,0
296,3.3493998131498763,2,0.9883062346279302,1
297,2.460949281314914,2,0.9174834500475249,1
298,3.2192931782584404,2,0.9835686970583796,1
299,2.9444432628854185,2,0.9702956316825231,1
300,0.7565074836168915,2,0.26051400342004905,0
301,1.1597284397045455,2,0.47000336648302066,0
302,3.120940407684893,2,0.9782928962351326,1
303,2.915555398150197,2,0.9660253663559081,1
304,1.968647609053778,2,0.8174248539666146,1
305,2.175991074963173,2,0.8756397815137399,1
306,3.9164973436826376,2,0.9940138281404524,1
307,1.112642916746255,2,0.41714163227920303,0
308,2.820646071755057,2,0.9564628168591279,1
309,1.696711021349159,2,0.6980523921427491,0
310,1.6734781951591695,2,0.6866785037644626,0
311,3.648165277980785,2,0.9897603762480779,1
312,3.238124523482045,2,0.9770396755782387,1
313,3.220264454000958,2,0.9744272517856832,1
314,3.9582182107314936,2,0.9926789625112851,1
315,2.0315057624491386,2,0.8411459014733218,1
316,3.022929456942446,2,0.9748573502560745,1
317,1.5345998651098158,2,0.6311372204568596,0
318,2.486249528732663,2,0.943027314815204,1
319,1.804785418448473,2,0.7893664650799083,1
320,2.1454939474890775,2,0.8958079202979801,1
321,2.8927355381553705,2,0.970164362820967,1
322,0.7726689751497913,2,0.09012555643953216,0
323,5.13858091352819,2,0.9854606308232892,1
324,0.490973927750447,2,0.05264618309384098,0
325,0.17871708081840176,2,0.03359257521679868,0
326,3.737166310250102,2,0.986176892680855,1
327,3.187494040944404,2,0.9696588348674483,1
328,2.9361797255782327,2,0.9547422215554399,1
329,2.94251826389642,2,0.9539880348449906,1
330,1.981629840729628,2,0.7802579110030886,1
331,0.6541184427712528,2,0.11669372114406862,0
332,2.1137068372905894,2,0.8236557359317259,1
333,0.9842574327318325,2,0.2672841057355191,0
334,3.4626796001266267,2,0.973914852762005,1
335,1.779413927746792,2,0.6939486739918733,0
336,0.7617542048112327,2,0.19057377127031627,0
337,1.5179212375205098,2,0.5962882796033147,0
338,2.6193971814134365,2,0.9132343807148423,1
339,1.154413170794038,2,0.4069498800021839,0
340,0.7666694066503528,2,0.23176335431392242,0
341,2.3655308172378686,2,0.8661656195441785,1
342,2.367449856663084,2,0.8697828039824516,1
343,1.2395852369433054,2,0.4921295630079281,0
344,1.293442541572516,2,0.5390252866220459,0
345,2.3480749060364543,2,0.8697187510798742,1
346,-0.17212651224598607,2,0.05239728016951921,0
347,-0.11119566156483263,2,0.09379673856973021,0
348,0.9223336681213459,2,0.43716949468409483,0
349,1.679829272432229,2,0.6991668808761279,0
350,2.466361348397007,2,0.8469516107572912,1
351,4.213034325424328,2,0.9561773784091718,1
352,3.286489434803029,2,0.9208932702769034,1
353,1.7600922050548593,2,0.6866684500843742,0
354,1.9714756881459667,2,0.7822939743186788,1
355,0.49620595304328674,2,0.2677496822031784,0
356,1.972230296011415,2,0.7956995620866232,1
357,1.5670120416197926,2,0.7210676432945834,0
358,2.484077840507134,2,0.8631558175479583,1
359,0.7591535846715156,2,0.4279273955246714,0
360,2.7790197713617584,2,0.8539002830320812,1
361,4.299108369503866,2,0.785658804433557,1
362,1.8368597773147135,2,0.7658204578345813,1
363,2.6025675831484123,2,0.8627005719523244,1
364,3.035215987566669,2,0.8934429790469403,1
365,1.3981692921712456,2,0.6516178865353465,0
366,2.336138722715625,2,0.8428202670764573,1
367,2.018888601172692,2,0.8076080206648653,1
368,2.1465141478232477,2,0.8280733213924119,1
369,0.8404853242168002,2,0.40389255435894605,0
370,2.036765261388414,2,0.8086387852093476,1
371,2.746997436868175,2,0.8867592384833194,1
372,4.176715411692562,2,0.8997944725962345,1
373,3.4389062391278102,2,0.9195168908285952,1
374,5.229773686267334,2,0.9588521032979362,1
375,0.8489786556679257,2,0.2984173977750936,0
376,3.3084809550810172,2,0.9255319437132923,1
377,2.2750130086075275,2,0.8072708580024368,1
378,5.284704399826508,2,0.9800068127380058,1
379,0.7875525719672729,2,0.1784863591166512,0
380,0.740417236728836,2,0.17837264593315663,0
381,1.1009110318339668,2,0.33076060383207156,0
382,-1.1858435864647103,2,0.008161677298093032,0
383,1.2113674674788584,2,0.4323797348210571,0
384,0.8613010076694532,2,0.32330329382758793,0
385,2.2255906797143115,2,0.7362398940639013,0
386,2.5126339636657393,2,0.8071596074574647,1
387,4.814256258823829,2,0.9841279663305852,1
388,3.4256357572790757,2,0.927542605992323,1
389,1.1346445165063954,2,0.35803274810946484,0
390,0.6523779929774631,2,0.21998368922783368,0
391,2.7378787572597587,2,0.8287625359699299,1
392,0.01965018946903685,2,0.12922947005505137,0
393,4.747188148781531,2,0.9833243389707974,1
394,3.7691601810819306,2,0.9432048513926414,1
395,1.2962365218429428,2,0.4058911126018158,0
396,-0.569701793636316,2,0.09142868930662008,0
397,4.0308085612481195,2,0.9556165446685457,1
398,1.8281902321210732,2,0.5341203463564557,0
399,3.8567244679601926,2,0.9437734995449102,1
400,-0.39164148819155065,2,0.11552224810485436,0
401,1.1009374655693407,2,0.33006279009523226,0
402,2.0078655495772746,2,0.5624376934262914,0
403,2.070470890647113,2,0.590556645584992,0
404,1.3249017927811346,2,0.41033335160807416,0
405,2.934274898521248,2,0.7990043809710471,1
406,0.3985693559261083,2,0.2602230225532144,0
407,1.7864307724680597,2,0.5536248104121363,0
408,2.1804434475678485,2,0.641660772116346,0
409,2.7716582510881236,2,0.7668606279658425,1
410,3.067422317133335,2,0.8169009145046771,1
411,0.31303686224319627,2,0.264930753772514,0
412,-0.30117125610343365,2,0.18338082429037145,0
413,3.9165152328477637,2,0.9140206463326876,1
414,2.4984710179693876,2,0.7427387017975479,0
415,0.8772701951651696,2,0.34823008066088745,0
416,4.326727963283784,2,0.9500764814896667,1
417,2.1735119514392878,2,0.6584364202254053,0
418,3.7689457760957397,2,0.9042956284764261,1
419,2.1012777221151633,2,0.6597122113634,0
420,5.091121887322981,2,0.973570999462578,1
421,4.633011263664807,2,0.9690624991564927,1
422,1.6265537772813898,2,0.49044431159569807,0
423,3.457356426431533,2,0.8940582685885854,1
424,2.9680639243777214,2,0.8275842601611964,1
425,4.052947336298523,2,0.9361533166013787,1
426,0.5526148091298433,2,0.2219534633221042,0
427,3.029077189997659,2,0.8495763819029515,1
428,3.5876367302743817,2,0.9088659062456815,1
429,-0.6381092296346713,2,0.04962030405350879,0
430,0.22511223100133737,2,0.18467834644505796,0
431,-1.058848266640151,2,0.050008101224719874,0
432,1.5958897483331633,2,0.49602819230167655,0
433,3.0763133836939436,2,0.8205914138663897,1
434,4.253535578144042,2,0.9454747573327865,1
435,2.111142170629663,2,0.6083951265736888,0
436,4.442923318356938,2,0.9591066826369568,1
437,-0.07015218732233697,2,0.12831934430732528,0
438,-0.5550736590327321,2,0.10899630149320161,0
439,1.916678451655072,2,0.520699411070109,0
440,2.576098173408961,2,0.6853828540173329,0
441,1.9509578778588603,2,0.5319100171321133,0
442,-1.101163150059815,2,0.10533322834425682,0
443,1.8663199407308173,2,0.507248251826867,0
444,0.04329574924272017,2,0.2005440962051315,0
445,3.0045088232450574,2,0.76445330079741,1
446,2.549897369145272,2,0.6715043219034443,0
447,0.5901803205089671,2,0.2808827025784013,0
448,1.2291996239949596,2,0.38964421616735667,0
449,0.41117971716657253,2,0.2838540593204139,0
450,1.9059813540902422,2,0.5284583966106695,0
451,3.4327134807518576,2,0.8065652269107493,1
452,0.5214109304966845,2,0.35223057155089027,0
453,2.7560697732767667,2,0.6979785651500963,0
454,1.204613572441339,2,0.4631206174404509,0
455,0.8106907516064839,2,0.41747126876842655,0
456,1.8394544600681633,2,0.5754249824091463,0
457,0.4471365163709389,2,0.39306363568558,0
458,1.169526041979227,2,0.5026457443911633,0
459,0.20318316111672718,2,0.409175896835439,0
460,4.947087699374584,2,0.7612430967729685,1
461,2.052895327957593,2,0.6018601387310051,0
462,0.9504117380111217,2,0.46122257973286956,0
463,2.320969866101333,2,0.6625433887406307,0
464,1.8315079254637552,2,0.6046492989205107,0
465,1.6685456007001656,2,0.6095671839806409,0
466,2.921250050065138,2,0.6979329260035866,0
467,3.1362615650709578,2,0.6739441569005453,0
468,1.2042482785842088,2,0.5738209739839135,0
469,1.13627263903298,2,0.5728429634702458,0
470,1.587422454272534,2,0.6522285152476442,0
471,-1.452881747103377,2,0.045219062513605295,0
472,-0.2727865932978286,2,0.30089035476034426,0
473,4.050311401166788,2,0.6423517623948035,0
474,4.467451570251925,2,0.7351481040042511,0
475,1.6264459406654326,2,0.5854475562077919,0
476,2.8648354445836497,2,0.7234267011371022,0
477,2.466875231815304,2,0.6906610987589962,0
478,6.618321212682856,2,0.9309558609333612,1
479,3.679362367151865,2,0.8371654899368838,1
480,1.8081236127788503,2,0.5350593490964597,0
481,0.5666893390993613,2,0.3015055869748774,0
482,-0.40966948038635875,2,0.20538831678045738,0
483,2.3051954538008346,2,0.6182863241302009,0
484,0.865473882073545,2,0.37173013459861876,0
485,-0.13338056439651114,2,0.25083667352296796,0
486,1.0301406736362102,2,0.39503527152455936,0
487,0.37767799457840745,2,0.31572262444427784,0
488,4.530712452608848,2,0.9136028583301693,1
489,3.3224596354241758,2,0.7794253569336999,1
490,1.988041038025074,2,0.5342014223255437,0
491,4.2199162083350386,2,0.8926233234381005,1
492,2.1160524614714276,2,0.5688574277187801,0
493,0.7080736980076046,2,0.315976486413703,0
494,4.284686115904486,2,0.9069741362735195,1
495,2.808365065526988,2,0.6957077282164384,0
496,0.4441307685103153,2,0.2659288605024181,0
497,1.7144919828745877,2,0.46846620460338817,0
498,0.6865726199228641,2,0.3177069709206009,0
499,-0.07419959644650387,2,0.2487725916173972,0
500,-0.2590579619746869,3,0.248525618785498,0
501,0.5275333123761046,3,0.3109098779530322,0
502,-2.1188540590553133,3,0.22050567451629896,0
503,-0.5496246106475433,3,0.25613513738537147,0
504,-1.5205140552974616,3,0.32146675225852056,0
505,-1.3897003070117568,3,0.3852030160679673,0
506,-1.4739151393910954,3,0.4443279327314356,0
507,-1.6911926157438528,3,0.5337988094039594,0
508,-0.9611826976441384,3,0.4627880202783686,0
509,-1.6647600931288302,3,0.6139750643032091,0
510,-0.7836345393761289,3,0.545127609446771,0
511,-1.0401904875593095,3,0.5945469914755278,0
512,-1.1911584374931279,3,0.6257691911357774,0
513,-1.7260509296332782,3,0.7161249565139282,0
514,-1.4614170644546662,3,0.6992241740655568,0
515,-0.3956870193393951,3,0.5287137108497695,0
516,-0.5992662499004954,3,0.5605364727090617,0
517,-1.7820441958388409,3,0.7777968690629755,1
518,-0.9205341556566193,3,0.6243547534280417,0
519,-0.39889030130256875,3,0.5799469192850336,0
520,-2.3355242248970978,3,0.8959683233617759,1
521,-0.565311846096052,3,0.6512978037533455,0
522,-1.5300990071566773,3,0.8541239835594261,1
523,-0.5435210651254725,3,0.7270869738408545,0
524,-1.6106073252340134,3,0.8839172876355885,1
525,-2.443905680531615,3,0.9339560451332455,1
526,-2.30203395030653,3,0.9407375774522075,1
527,-0.9615320426708944,3,0.911234232052164,1
528,-0.7922219986228145,3,0.9094952881812091,1
529,-1.723453300083527,3,0.9700151023880561,1
530,-0.48912603297810087,3,0.7908414924306403,1
531,-2.3292160498151677,3,0.9493679209650548,1
532,-1.0528638389178533,3,0.9552058799160105,1
533,-1.9688129598099655,3,0.9735021077921446,1
534,-1.5214688862417274,3,0.9800333830899988,1
535,-0.9620810629468688,3,0.9429654839259484,1
536,-1.688330692227162,3,0.9799331579995993,1
537,-1.3076444353838603,3,0.9735333978137996,1
538,-0.1949657526284475,3,0.3268021153172493,0
539,-1.461513495618519,3,0.975354470649047,1
540,-0.3314463103478865,3,0.5750209334956919,0
541,-1.9037654837260947,3,0.9720768618548377,1
542,-0.5761566576677737,3,0.8025719618073465,1
543,0.1532548965263203,3,0.10714977953668223,0
544,-2.9773156001018313,3,0.7829458266366279,1
545,-1.6375162043763813,3,0.9667115855040109,1
546,-0.5383422982555679,3,0.7726800794174792,1
547,-1.162436308834394,3,0.9454391343502971,1
548,-0.7030833013029529,3,0.8568081611259363,1
549,-1.4831881493726564,3,0.9635765753220441,1
550,-0.9307281700216801,3,0.9147850081104867,1
551,-1.1245417883136635,3,0.9470684685070325,1
552,-0.06577435067215409,3,0.32587249823596914,0
553,-0.7964633253590295,3,0.8942357264509947,1
554,-0.7299178703398382,3,0.875291358865156,1
555,-1.329501572897974,3,0.9578319610451181,1
556,-1.3900849792579948,3,0.9622394276407096,1
557,-1.3460465502556969,3,0.9629249471743064,1
558,-0.6844382860973626,3,0.8869289567903583,1
559,-1.3367875846562103,3,0.9624035902054632,1
560,-0.7681801144828697,3,0.9110691301615393,1
561,0.6603206389163512,3,0.009767088553432965,0
562,-0.3031002372546461,3,0.7374331956915026,0
563,-1.260818825734273,3,0.9517919527785201,1
564,-0.039028862268844056,3,0.5372287138760434,0
565,-1.3264602984172411,3,0.9488178512504274,1
566,-2.6304996281422834,3,0.6694477188453866,0
567,-1.8064690487339234,3,0.9374726261047307,1
568,-2.496633536820685,3,0.850572410579066,1
569,-1.281210787233047,3,0.9420509072664178,1
570,-0.9852652966483586,3,0.9207982351318196,1
571,0.34114984982022634,3,0.175222382492052,0
572,-0.7384581009886699,3,0.8843820275489956,1
573,-1.1752804230470915,3,0.9331021930159403,1
574,-0.3364755350532086,3,0.7365125975196558,0
575,-2.7689082472063085,3,0.5698508986772381,0
576,-0.8115083535131472,3,0.9053237738422737,1
577,-0.38330784489042646,3,0.7792250624802751,1
578,-2.1828689966238732,3,0.9030845485934156,1
579,-0.08499676543445667,3,0.566320724853787,0
580,-0.7292028740044687,3,0.8816634973560182,1
581,-1.3322303311206412,3,0.9357364974961042,1
582,-0.49377450711497206,3,0.8193092892236747,1
583,0.8165542862435169,3,0.03688257586060586,0
584,-0.8545069959532039,3,0.890346959370081,1
585,-0.8014235309597311,3,0.882482958279093,1
